19,12,9,0.86875,52,0.109802
604,459,155,5.42781,74,0.135467
1117,344,782,3.53375,29,0.178663
1406,593,820,18.3203,41,0.27779
4970,3643,1185,31.0978,76,0.112895
2188,1628,544,17.5059,75,0.224309
726,564,170,6.69813,76,0.251435

12,3,9,0.493125,25,0.00674123
72,21,51,3.45187,29,0.505334
720,121,599,19.8894,16,0.142441
720,99,621,32.1131,13,0.286083
72,61,11,10.0269,84,1.35886
72,57,15,9.36937,79,1.73731
72,30,42,4.93125,41,2.28813
